TransactionNo,Items,DateTime,Daypart,DayType,Date,Time,Year,Month,Hour
6235,tea,2017-08-02 15:05:19,afternoon,weekday,2017-08-02,15:05:19,2017,8,15
6235,coffee,2017-08-02 15:05:19,afternoon,weekday,2017-08-02,15:05:19,2017,8,15
6235,bread,2017-08-02 15:05:19,afternoon,weekday,2017-08-02,15:05:19,2017,8,15
6236,coffee,2017-08-02 15:10:45,afternoon,weekday,2017-08-02,15:10:45,2017,8,15
6236,sandwich,2017-08-02 15:10:45,afternoon,weekday,2017-08-02,15:10:45,2017,8,15
6237,bread,2017-08-02 15:12:37,afternoon,weekday,2017-08-02,15:12:37,2017,8,15
6238,coffee,2017-08-02 15:21:46,afternoon,weekday,2017-08-02,15:21:46,2017,8,15
6239,bread,2017-08-02 15:24:08,afternoon,weekday,2017-08-02,15:24:08,2017,8,15
6239,mineral water,2017-08-02 15:24:08,afternoon,weekday,2017-08-02,15:24:08,2017,8,15
6239,sandwich,2017-08-02 15:24:08,afternoon,weekday,2017-08-02,15:24:08,2017,8,15
6239,tea,2017-08-02 15:24:08,afternoon,weekday,2017-08-02,15:24:08,2017,8,15
6240,bread,2017-08-02 15:33:33,afternoon,weekday,2017-08-02,15:33:33,2017,8,15
6240,bread,2017-08-02 15:33:33,afternoon,weekday,2017-08-02,15:33:33,2017,8,15
6240,bread,2017-08-02 15:33:33,afternoon,weekday,2017-08-02,15:33:33,2017,8,15
6240,cake,2017-08-02 15:33:33,afternoon,weekday,2017-08-02,15:33:33,2017,8,15
6241,coffee,2017-08-02 16:13:19,afternoon,weekday,2017-08-02,16:13:19,2017,8,16
6241,tea,2017-08-02 16:13:19,afternoon,weekday,2017-08-02,16:13:19,2017,8,16
6241,brownie,2017-08-02 16:13:19,afternoon,weekday,2017-08-02,16:13:19,2017,8,16
6242,bread,2017-08-02 16:17:40,afternoon,weekday,2017-08-02,16:17:40,2017,8,16
6242,bread,2017-08-02 16:17:40,afternoon,weekday,2017-08-02,16:17:40,2017,8,16
6243,hot chocolate,2017-08-02 16:35:04,afternoon,weekday,2017-08-02,16:35:04,2017,8,16
6243,hot chocolate,2017-08-02 16:35:04,afternoon,weekday,2017-08-02,16:35:04,2017,8,16
6244,coffee,2017-08-02 16:56:31,afternoon,weekday,2017-08-02,16:56:31,2017,8,16
6244,cake,2017-08-02 16:56:31,afternoon,weekday,2017-08-02,16:56:31,2017,8,16
6245,coffee,2017-08-02 16:59:00,afternoon,weekday,2017-08-02,16:59:00,2017,8,16
6245,tea,2017-08-02 16:59:00,afternoon,weekday,2017-08-02,16:59:00,2017,8,16
6246,bread,2017-09-02 08:43:51,morning,weekday,2017-09-02,08:43:51,2017,9,8
6246,bread,2017-09-02 08:43:51,morning,weekday,2017-09-02,08:43:51,2017,9,8
6247,coffee,2017-09-02 09:29:02,morning,weekday,2017-09-02,09:29:02,2017,9,9
6247,cookies,2017-09-02 09:29:02,morning,weekday,2017-09-02,09:29:02,2017,9,9
6248,bread,2017-09-02 09:37:27,morning,weekday,2017-09-02,09:37:27,2017,9,9
6248,toast,2017-09-02 09:37:27,morning,weekday,2017-09-02,09:37:27,2017,9,9
6249,bread,2017-09-02 09:56:57,morning,weekday,2017-09-02,09:56:57,2017,9,9
6249,coffee,2017-09-02 09:56:57,morning,weekday,2017-09-02,09:56:57,2017,9,9
6249,pastry,2017-09-02 09:56:57,morning,weekday,2017-09-02,09:56:57,2017,9,9
6249,pastry,2017-09-02 09:56:57,morning,weekday,2017-09-02,09:56:57,2017,9,9
6250,farm house,2017-09-02 09:59:49,morning,weekday,2017-09-02,09:59:49,2017,9,9
6251,scandinavian,2017-09-02 10:00:12,morning,weekday,2017-09-02,10:00:12,2017,9,10
6252,coffee,2017-09-02 10:02:51,morning,weekday,2017-09-02,10:02:51,2017,9,10
6252,brownie,2017-09-02 10:02:51,morning,weekday,2017-09-02,10:02:51,2017,9,10
6253,bread,2017-09-02 10:07:44,morning,weekday,2017-09-02,10:07:44,2017,9,10
6253,hot chocolate,2017-09-02 10:07:44,morning,weekday,2017-09-02,10:07:44,2017,9,10
6254,coffee,2017-09-02 10:10:30,morning,weekday,2017-09-02,10:10:30,2017,9,10
6254,toast,2017-09-02 10:10:30,morning,weekday,2017-09-02,10:10:30,2017,9,10
6255,coffee,2017-09-02 10:49:37,morning,weekday,2017-09-02,10:49:37,2017,9,10
6256,coffee,2017-09-02 11:01:29,morning,weekday,2017-09-02,11:01:29,2017,9,11
6256,tea,2017-09-02 11:01:29,morning,weekday,2017-09-02,11:01:29,2017,9,11
6256,brownie,2017-09-02 11:01:29,morning,weekday,2017-09-02,11:01:29,2017,9,11
6256,farm house,2017-09-02 11:01:29,morning,weekday,2017-09-02,11:01:29,2017,9,11
6257,coffee,2017-09-02 11:02:59,morning,weekday,2017-09-02,11:02:59,2017,9,11
6257,coffee,2017-09-02 11:02:59,morning,weekday,2017-09-02,11:02:59,2017,9,11
6257,cookies,2017-09-02 11:02:59,morning,weekday,2017-09-02,11:02:59,2017,9,11
6257,cookies,2017-09-02 11:02:59,morning,weekday,2017-09-02,11:02:59,2017,9,11
6257,toast,2017-09-02 11:02:59,morning,weekday,2017-09-02,11:02:59,2017,9,11
6257,juice,2017-09-02 11:02:59,morning,weekday,2017-09-02,11:02:59,2017,9,11
6258,valentine's card,2017-09-02 11:15:08,morning,weekday,2017-09-02,11:15:08,2017,9,11
6259,coffee,2017-09-02 11:23:46,morning,weekday,2017-09-02,11:23:46,2017,9,11
6259,coffee,2017-09-02 11:23:46,morning,weekday,2017-09-02,11:23:46,2017,9,11
6259,extra salami or feta,2017-09-02 11:23:46,morning,weekday,2017-09-02,11:23:46,2017,9,11
6259,bread,2017-09-02 11:23:46,morning,weekday,2017-09-02,11:23:46,2017,9,11
6260,valentine's card,2017-09-02 11:24:19,morning,weekday,2017-09-02,11:24:19,2017,9,11
6261,hot chocolate,2017-09-02 11:32:21,morning,weekday,2017-09-02,11:32:21,2017,9,11
6261,coffee,2017-09-02 11:32:21,morning,weekday,2017-09-02,11:32:21,2017,9,11
6261,cookies,2017-09-02 11:32:21,morning,weekday,2017-09-02,11:32:21,2017,9,11
6261,cookies,2017-09-02 11:32:21,morning,weekday,2017-09-02,11:32:21,2017,9,11
6262,coffee,2017-09-02 11:51:03,morning,weekday,2017-09-02,11:51:03,2017,9,11
6262,medialuna,2017-09-02 11:51:03,morning,weekday,2017-09-02,11:51:03,2017,9,11
6262,medialuna,2017-09-02 11:51:03,morning,weekday,2017-09-02,11:51:03,2017,9,11
6262,sandwich,2017-09-02 11:51:03,morning,weekday,2017-09-02,11:51:03,2017,9,11
6263,bread,2017-09-02 11:57:42,morning,weekday,2017-09-02,11:57:42,2017,9,11
6264,bread,2017-09-02 12:00:28,afternoon,weekday,2017-09-02,12:00:28,2017,9,12
6265,bread,2017-09-02 12:01:00,afternoon,weekday,2017-09-02,12:01:00,2017,9,12
6266,soup,2017-09-02 12:02:05,afternoon,weekday,2017-09-02,12:02:05,2017,9,12
6266,bread,2017-09-02 12:02:05,afternoon,weekday,2017-09-02,12:02:05,2017,9,12
6266,coffee,2017-09-02 12:02:05,afternoon,weekday,2017-09-02,12:02:05,2017,9,12
6267,coffee,2017-09-02 12:02:54,afternoon,weekday,2017-09-02,12:02:54,2017,9,12
6267,soup,2017-09-02 12:02:54,afternoon,weekday,2017-09-02,12:02:54,2017,9,12
6267,pastry,2017-09-02 12:02:54,afternoon,weekday,2017-09-02,12:02:54,2017,9,12
6267,jam,2017-09-02 12:02:54,afternoon,weekday,2017-09-02,12:02:54,2017,9,12
6268,eggs,2017-09-02 12:09:43,afternoon,weekday,2017-09-02,12:09:43,2017,9,12
6268,coffee,2017-09-02 12:09:43,afternoon,weekday,2017-09-02,12:09:43,2017,9,12
6269,baguette,2017-09-02 12:12:40,afternoon,weekday,2017-09-02,12:12:40,2017,9,12
6270,coffee,2017-09-02 12:31:01,afternoon,weekday,2017-09-02,12:31:01,2017,9,12
6271,bread,2017-09-02 12:36:02,afternoon,weekday,2017-09-02,12:36:02,2017,9,12
6272,pastry,2017-09-02 12:44:28,afternoon,weekday,2017-09-02,12:44:28,2017,9,12
6273,scandinavian,2017-09-02 12:47:56,afternoon,weekday,2017-09-02,12:47:56,2017,9,12
6273,cookies,2017-09-02 12:47:56,afternoon,weekday,2017-09-02,12:47:56,2017,9,12
6274,coke,2017-09-02 12:55:53,afternoon,weekday,2017-09-02,12:55:53,2017,9,12
6274,soup,2017-09-02 12:55:53,afternoon,weekday,2017-09-02,12:55:53,2017,9,12
6275,sandwich,2017-09-02 12:56:27,afternoon,weekday,2017-09-02,12:56:27,2017,9,12
6275,coffee,2017-09-02 12:56:27,afternoon,weekday,2017-09-02,12:56:27,2017,9,12
6276,coke,2017-09-02 12:56:51,afternoon,weekday,2017-09-02,12:56:51,2017,9,12
6276,sandwich,2017-09-02 12:56:51,afternoon,weekday,2017-09-02,12:56:51,2017,9,12
6277,coffee,2017-09-02 13:10:19,afternoon,weekday,2017-09-02,13:10:19,2017,9,13
6277,chicken stew,2017-09-02 13:10:19,afternoon,weekday,2017-09-02,13:10:19,2017,9,13
6278,chicken stew,2017-09-02 13:19:03,afternoon,weekday,2017-09-02,13:19:03,2017,9,13
6278,coffee,2017-09-02 13:19:03,afternoon,weekday,2017-09-02,13:19:03,2017,9,13
6279,juice,2017-09-02 13:44:56,afternoon,weekday,2017-09-02,13:44:56,2017,9,13
6279,toast,2017-09-02 13:44:56,afternoon,weekday,2017-09-02,13:44:56,2017,9,13
6279,sandwich,2017-09-02 13:44:56,afternoon,weekday,2017-09-02,13:44:56,2017,9,13
6279,sandwich,2017-09-02 13:44:56,afternoon,weekday,2017-09-02,13:44:56,2017,9,13
6279,tea,2017-09-02 13:44:56,afternoon,weekday,2017-09-02,13:44:56,2017,9,13
6279,coffee,2017-09-02 13:44:56,afternoon,weekday,2017-09-02,13:44:56,2017,9,13
6279,cookies,2017-09-02 13:44:56,afternoon,weekday,2017-09-02,13:44:56,2017,9,13
6279,cookies,2017-09-02 13:44:56,afternoon,weekday,2017-09-02,13:44:56,2017,9,13
6279,alfajores,2017-09-02 13:44:56,afternoon,weekday,2017-09-02,13:44:56,2017,9,13
6279,alfajores,2017-09-02 13:44:56,afternoon,weekday,2017-09-02,13:44:56,2017,9,13
6279,hot chocolate,2017-09-02 13:44:56,afternoon,weekday,2017-09-02,13:44:56,2017,9,13
6280,cookies,2017-09-02 13:53:27,afternoon,weekday,2017-09-02,13:53:27,2017,9,13
6281,juice,2017-09-02 14:06:52,afternoon,weekday,2017-09-02,14:06:52,2017,9,14
6281,sandwich,2017-09-02 14:06:52,afternoon,weekday,2017-09-02,14:06:52,2017,9,14
6281,cake,2017-09-02 14:06:52,afternoon,weekday,2017-09-02,14:06:52,2017,9,14
6282,soup,2017-09-02 14:07:29,afternoon,weekday,2017-09-02,14:07:29,2017,9,14
6282,bread,2017-09-02 14:07:29,afternoon,weekday,2017-09-02,14:07:29,2017,9,14
6283,coffee,2017-09-02 14:08:14,afternoon,weekday,2017-09-02,14:08:14,2017,9,14
6284,fudge,2017-09-02 14:08:50,afternoon,weekday,2017-09-02,14:08:50,2017,9,14
6284,sandwich,2017-09-02 14:08:50,afternoon,weekday,2017-09-02,14:08:50,2017,9,14
6285,baguette,2017-09-02 14:16:43,afternoon,weekday,2017-09-02,14:16:43,2017,9,14
6286,coffee,2017-09-02 14:17:37,afternoon,weekday,2017-09-02,14:17:37,2017,9,14
6286,coffee,2017-09-02 14:17:37,afternoon,weekday,2017-09-02,14:17:37,2017,9,14
6286,pastry,2017-09-02 14:17:37,afternoon,weekday,2017-09-02,14:17:37,2017,9,14
6286,pastry,2017-09-02 14:17:37,afternoon,weekday,2017-09-02,14:17:37,2017,9,14
6287,medialuna,2017-09-02 14:27:51,afternoon,weekday,2017-09-02,14:27:51,2017,9,14
6287,cake,2017-09-02 14:27:51,afternoon,weekday,2017-09-02,14:27:51,2017,9,14
6287,tea,2017-09-02 14:27:51,afternoon,weekday,2017-09-02,14:27:51,2017,9,14
6287,tea,2017-09-02 14:27:51,afternoon,weekday,2017-09-02,14:27:51,2017,9,14
6288,bread,2017-09-02 14:35:16,afternoon,weekday,2017-09-02,14:35:16,2017,9,14
6289,coffee,2017-09-02 15:02:32,afternoon,weekday,2017-09-02,15:02:32,2017,9,15
6289,brownie,2017-09-02 15:02:32,afternoon,weekday,2017-09-02,15:02:32,2017,9,15
6290,soup,2017-09-02 15:38:53,afternoon,weekday,2017-09-02,15:38:53,2017,9,15
6290,soup,2017-09-02 15:38:53,afternoon,weekday,2017-09-02,15:38:53,2017,9,15
6290,soup,2017-09-02 15:38:53,afternoon,weekday,2017-09-02,15:38:53,2017,9,15
6290,bread,2017-09-02 15:38:53,afternoon,weekday,2017-09-02,15:38:53,2017,9,15
6290,cake,2017-09-02 15:38:53,afternoon,weekday,2017-09-02,15:38:53,2017,9,15
6290,cake,2017-09-02 15:38:53,afternoon,weekday,2017-09-02,15:38:53,2017,9,15
6290,tea,2017-09-02 15:38:53,afternoon,weekday,2017-09-02,15:38:53,2017,9,15
6290,bread,2017-09-02 15:38:53,afternoon,weekday,2017-09-02,15:38:53,2017,9,15
6290,tea,2017-09-02 15:38:53,afternoon,weekday,2017-09-02,15:38:53,2017,9,15
6291,coffee,2017-09-02 15:40:57,afternoon,weekday,2017-09-02,15:40:57,2017,9,15
6291,juice,2017-09-02 15:40:57,afternoon,weekday,2017-09-02,15:40:57,2017,9,15
6291,hot chocolate,2017-09-02 15:40:57,afternoon,weekday,2017-09-02,15:40:57,2017,9,15
6291,cake,2017-09-02 15:40:57,afternoon,weekday,2017-09-02,15:40:57,2017,9,15
6292,alfajores,2017-09-02 15:51:42,afternoon,weekday,2017-09-02,15:51:42,2017,9,15
6292,bread,2017-09-02 15:51:42,afternoon,weekday,2017-09-02,15:51:42,2017,9,15
6292,coffee,2017-09-02 15:51:42,afternoon,weekday,2017-09-02,15:51:42,2017,9,15
6292,coffee,2017-09-02 15:51:42,afternoon,weekday,2017-09-02,15:51:42,2017,9,15
6293,bread,2017-09-02 17:01:01,evening,weekday,2017-09-02,17:01:01,2017,9,17
6293,cookies,2017-09-02 17:01:01,evening,weekday,2017-09-02,17:01:01,2017,9,17
6293,bread,2017-09-02 17:01:01,evening,weekday,2017-09-02,17:01:01,2017,9,17
6294,bread,2017-10-02 08:34:13,morning,weekday,2017-10-02,08:34:13,2017,10,8
6295,bread,2017-10-02 08:36:46,morning,weekday,2017-10-02,08:36:46,2017,10,8
6296,cake,2017-10-02 09:02:33,morning,weekday,2017-10-02,09:02:33,2017,10,9
6296,bread,2017-10-02 09:02:33,morning,weekday,2017-10-02,09:02:33,2017,10,9
6297,coffee,2017-10-02 09:07:03,morning,weekday,2017-10-02,09:07:03,2017,10,9
6297,bread,2017-10-02 09:07:03,morning,weekday,2017-10-02,09:07:03,2017,10,9
6298,coffee,2017-10-02 09:29:08,morning,weekday,2017-10-02,09:29:08,2017,10,9
6298,tea,2017-10-02 09:29:08,morning,weekday,2017-10-02,09:29:08,2017,10,9
6299,bread,2017-10-02 09:33:23,morning,weekday,2017-10-02,09:33:23,2017,10,9
6299,bread,2017-10-02 09:33:23,morning,weekday,2017-10-02,09:33:23,2017,10,9
6300,coffee,2017-10-02 09:37:06,morning,weekday,2017-10-02,09:37:06,2017,10,9
6300,coffee,2017-10-02 09:37:06,morning,weekday,2017-10-02,09:37:06,2017,10,9
6300,juice,2017-10-02 09:37:06,morning,weekday,2017-10-02,09:37:06,2017,10,9
6300,pastry,2017-10-02 09:37:06,morning,weekday,2017-10-02,09:37:06,2017,10,9
6300,cookies,2017-10-02 09:37:06,morning,weekday,2017-10-02,09:37:06,2017,10,9
6301,bread,2017-10-02 09:38:01,morning,weekday,2017-10-02,09:38:01,2017,10,9
6301,pastry,2017-10-02 09:38:01,morning,weekday,2017-10-02,09:38:01,2017,10,9
6302,bread,2017-10-02 09:46:22,morning,weekday,2017-10-02,09:46:22,2017,10,9
6303,coffee,2017-10-02 09:53:56,morning,weekday,2017-10-02,09:53:56,2017,10,9
6303,cookies,2017-10-02 09:53:56,morning,weekday,2017-10-02,09:53:56,2017,10,9
6304,hot chocolate,2017-10-02 10:03:53,morning,weekday,2017-10-02,10:03:53,2017,10,10
6305,coffee,2017-10-02 10:06:06,morning,weekday,2017-10-02,10:06:06,2017,10,10
6305,hot chocolate,2017-10-02 10:06:06,morning,weekday,2017-10-02,10:06:06,2017,10,10
6306,coffee,2017-10-02 10:16:30,morning,weekday,2017-10-02,10:16:30,2017,10,10
6306,cookies,2017-10-02 10:16:30,morning,weekday,2017-10-02,10:16:30,2017,10,10
6307,coffee,2017-10-02 10:31:00,morning,weekday,2017-10-02,10:31:00,2017,10,10
6308,coffee,2017-10-02 10:38:31,morning,weekday,2017-10-02,10:38:31,2017,10,10
6308,toast,2017-10-02 10:38:31,morning,weekday,2017-10-02,10:38:31,2017,10,10
6309,valentine's card,2017-10-02 10:45:55,morning,weekday,2017-10-02,10:45:55,2017,10,10
6310,tea,2017-10-02 10:50:52,morning,weekday,2017-10-02,10:50:52,2017,10,10
6311,bread,2017-10-02 11:01:36,morning,weekday,2017-10-02,11:01:36,2017,10,11
6312,bread,2017-10-02 11:15:33,morning,weekday,2017-10-02,11:15:33,2017,10,11
6313,coffee,2017-10-02 11:16:07,morning,weekday,2017-10-02,11:16:07,2017,10,11
6314,bread,2017-10-02 11:33:36,morning,weekday,2017-10-02,11:33:36,2017,10,11
6314,juice,2017-10-02 11:33:36,morning,weekday,2017-10-02,11:33:36,2017,10,11
6314,sandwich,2017-10-02 11:33:36,morning,weekday,2017-10-02,11:33:36,2017,10,11
6314,sandwich,2017-10-02 11:33:36,morning,weekday,2017-10-02,11:33:36,2017,10,11
6314,cookies,2017-10-02 11:33:36,morning,weekday,2017-10-02,11:33:36,2017,10,11
6314,alfajores,2017-10-02 11:33:36,morning,weekday,2017-10-02,11:33:36,2017,10,11
6315,soup,2017-10-02 11:57:30,morning,weekday,2017-10-02,11:57:30,2017,10,11
6316,soup,2017-10-02 11:58:26,morning,weekday,2017-10-02,11:58:26,2017,10,11
6317,scone,2017-10-02 12:06:09,afternoon,weekday,2017-10-02,12:06:09,2017,10,12
6317,coffee,2017-10-02 12:06:09,afternoon,weekday,2017-10-02,12:06:09,2017,10,12
6318,truffles,2017-10-02 12:11:14,afternoon,weekday,2017-10-02,12:11:14,2017,10,12
6318,soup,2017-10-02 12:11:14,afternoon,weekday,2017-10-02,12:11:14,2017,10,12
6319,chicken stew,2017-10-02 12:12:29,afternoon,weekday,2017-10-02,12:12:29,2017,10,12
6319,cake,2017-10-02 12:12:29,afternoon,weekday,2017-10-02,12:12:29,2017,10,12
6319,juice,2017-10-02 12:12:29,afternoon,weekday,2017-10-02,12:12:29,2017,10,12
6320,bread,2017-10-02 12:16:00,afternoon,weekday,2017-10-02,12:16:00,2017,10,12
6320,scandinavian,2017-10-02 12:16:00,afternoon,weekday,2017-10-02,12:16:00,2017,10,12
6321,coffee,2017-10-02 12:19:50,afternoon,weekday,2017-10-02,12:19:50,2017,10,12
6321,coffee,2017-10-02 12:19:50,afternoon,weekday,2017-10-02,12:19:50,2017,10,12
6322,sandwich,2017-10-02 12:21:12,afternoon,weekday,2017-10-02,12:21:12,2017,10,12
6322,coffee,2017-10-02 12:21:12,afternoon,weekday,2017-10-02,12:21:12,2017,10,12
6322,truffles,2017-10-02 12:21:12,afternoon,weekday,2017-10-02,12:21:12,2017,10,12
6323,cake,2017-10-02 12:22:33,afternoon,weekday,2017-10-02,12:22:33,2017,10,12
6324,bread,2017-10-02 12:25:09,afternoon,weekday,2017-10-02,12:25:09,2017,10,12
6325,pastry,2017-10-02 12:26:51,afternoon,weekday,2017-10-02,12:26:51,2017,10,12
6325,bread,2017-10-02 12:26:51,afternoon,weekday,2017-10-02,12:26:51,2017,10,12
6326,toast,2017-10-02 12:31:38,afternoon,weekday,2017-10-02,12:31:38,2017,10,12
6327,bread,2017-10-02 12:34:59,afternoon,weekday,2017-10-02,12:34:59,2017,10,12
6328,bread,2017-10-02 12:41:12,afternoon,weekday,2017-10-02,12:41:12,2017,10,12
6329,chicken stew,2017-10-02 12:47:29,afternoon,weekday,2017-10-02,12:47:29,2017,10,12
6330,sandwich,2017-10-02 12:51:29,afternoon,weekday,2017-10-02,12:51:29,2017,10,12
6330,coke,2017-10-02 12:51:29,afternoon,weekday,2017-10-02,12:51:29,2017,10,12
6331,coffee,2017-10-02 12:55:59,afternoon,weekday,2017-10-02,12:55:59,2017,10,12
6331,coffee,2017-10-02 12:55:59,afternoon,weekday,2017-10-02,12:55:59,2017,10,12
6331,cake,2017-10-02 12:55:59,afternoon,weekday,2017-10-02,12:55:59,2017,10,12
6331,cake,2017-10-02 12:55:59,afternoon,weekday,2017-10-02,12:55:59,2017,10,12
6331,salad,2017-10-02 12:55:59,afternoon,weekday,2017-10-02,12:55:59,2017,10,12
6331,extra salami or feta,2017-10-02 12:55:59,afternoon,weekday,2017-10-02,12:55:59,2017,10,12
6331,scandinavian,2017-10-02 12:55:59,afternoon,weekday,2017-10-02,12:55:59,2017,10,12
6331,bread,2017-10-02 12:55:59,afternoon,weekday,2017-10-02,12:55:59,2017,10,12
6332,scandinavian,2017-10-02 12:56:46,afternoon,weekday,2017-10-02,12:56:46,2017,10,12
6333,coffee,2017-10-02 13:21:46,afternoon,weekday,2017-10-02,13:21:46,2017,10,13
6333,salad,2017-10-02 13:21:46,afternoon,weekday,2017-10-02,13:21:46,2017,10,13
6334,truffles,2017-10-02 13:27:38,afternoon,weekday,2017-10-02,13:27:38,2017,10,13
6334,duck egg,2017-10-02 13:27:38,afternoon,weekday,2017-10-02,13:27:38,2017,10,13
6334,extra salami or feta,2017-10-02 13:27:38,afternoon,weekday,2017-10-02,13:27:38,2017,10,13
6334,spanish brunch,2017-10-02 13:27:38,afternoon,weekday,2017-10-02,13:27:38,2017,10,13
6334,afternoon with the baker,2017-10-02 13:27:38,afternoon,weekday,2017-10-02,13:27:38,2017,10,13
6335,medialuna,2017-10-02 13:35:21,afternoon,weekday,2017-10-02,13:35:21,2017,10,13
6335,medialuna,2017-10-02 13:35:21,afternoon,weekday,2017-10-02,13:35:21,2017,10,13
6336,tea,2017-10-02 13:40:52,afternoon,weekday,2017-10-02,13:40:52,2017,10,13
6336,tea,2017-10-02 13:40:52,afternoon,weekday,2017-10-02,13:40:52,2017,10,13
6336,soup,2017-10-02 13:40:52,afternoon,weekday,2017-10-02,13:40:52,2017,10,13
6336,cake,2017-10-02 13:40:52,afternoon,weekday,2017-10-02,13:40:52,2017,10,13
6336,bread,2017-10-02 13:40:52,afternoon,weekday,2017-10-02,13:40:52,2017,10,13
6336,scone,2017-10-02 13:40:52,afternoon,weekday,2017-10-02,13:40:52,2017,10,13
6336,cake,2017-10-02 13:40:52,afternoon,weekday,2017-10-02,13:40:52,2017,10,13
6337,soup,2017-10-02 13:48:44,afternoon,weekday,2017-10-02,13:48:44,2017,10,13
6337,coffee,2017-10-02 13:48:44,afternoon,weekday,2017-10-02,13:48:44,2017,10,13
6337,coffee,2017-10-02 13:48:44,afternoon,weekday,2017-10-02,13:48:44,2017,10,13
6338,medialuna,2017-10-02 14:08:37,afternoon,weekday,2017-10-02,14:08:37,2017,10,14
6338,cake,2017-10-02 14:08:37,afternoon,weekday,2017-10-02,14:08:37,2017,10,14
6338,spanish brunch,2017-10-02 14:08:37,afternoon,weekday,2017-10-02,14:08:37,2017,10,14
6338,the nomad,2017-10-02 14:08:37,afternoon,weekday,2017-10-02,14:08:37,2017,10,14
6338,cookies,2017-10-02 14:08:37,afternoon,weekday,2017-10-02,14:08:37,2017,10,14
6339,bread,2017-10-02 14:18:15,afternoon,weekday,2017-10-02,14:18:15,2017,10,14
6339,coffee,2017-10-02 14:18:15,afternoon,weekday,2017-10-02,14:18:15,2017,10,14
6340,coffee,2017-10-02 14:18:50,afternoon,weekday,2017-10-02,14:18:50,2017,10,14
6341,coffee,2017-10-02 14:22:28,afternoon,weekday,2017-10-02,14:22:28,2017,10,14
6341,chicken stew,2017-10-02 14:22:28,afternoon,weekday,2017-10-02,14:22:28,2017,10,14
6342,coffee,2017-10-02 14:22:52,afternoon,weekday,2017-10-02,14:22:52,2017,10,14
6343,coffee,2017-10-02 14:27:41,afternoon,weekday,2017-10-02,14:27:41,2017,10,14
6343,alfajores,2017-10-02 14:27:41,afternoon,weekday,2017-10-02,14:27:41,2017,10,14
6343,pastry,2017-10-02 14:27:41,afternoon,weekday,2017-10-02,14:27:41,2017,10,14
6344,coffee,2017-10-02 14:35:27,afternoon,weekday,2017-10-02,14:35:27,2017,10,14
6345,coffee,2017-10-02 14:35:46,afternoon,weekday,2017-10-02,14:35:46,2017,10,14
6346,coffee,2017-10-02 14:36:50,afternoon,weekday,2017-10-02,14:36:50,2017,10,14
6346,brownie,2017-10-02 14:36:50,afternoon,weekday,2017-10-02,14:36:50,2017,10,14
6347,soup,2017-10-02 14:39:34,afternoon,weekday,2017-10-02,14:39:34,2017,10,14
6348,coffee,2017-10-02 14:41:31,afternoon,weekday,2017-10-02,14:41:31,2017,10,14
6348,tea,2017-10-02 14:41:31,afternoon,weekday,2017-10-02,14:41:31,2017,10,14
6348,cookies,2017-10-02 14:41:31,afternoon,weekday,2017-10-02,14:41:31,2017,10,14
6349,bread,2017-10-02 14:53:05,afternoon,weekday,2017-10-02,14:53:05,2017,10,14
6350,bread,2017-10-02 15:00:16,afternoon,weekday,2017-10-02,15:00:16,2017,10,15
6351,baguette,2017-10-02 15:03:56,afternoon,weekday,2017-10-02,15:03:56,2017,10,15
6351,coffee,2017-10-02 15:03:56,afternoon,weekday,2017-10-02,15:03:56,2017,10,15
6352,tea,2017-10-02 15:16:02,afternoon,weekday,2017-10-02,15:16:02,2017,10,15
6353,spanish brunch,2017-10-02 15:19:31,afternoon,weekday,2017-10-02,15:19:31,2017,10,15
6354,coffee,2017-10-02 15:20:09,afternoon,weekday,2017-10-02,15:20:09,2017,10,15
6355,cake,2017-10-02 15:48:28,afternoon,weekday,2017-10-02,15:48:28,2017,10,15
6355,cake,2017-10-02 15:48:28,afternoon,weekday,2017-10-02,15:48:28,2017,10,15
6355,cookies,2017-10-02 15:48:28,afternoon,weekday,2017-10-02,15:48:28,2017,10,15
6356,juice,2017-10-02 15:50:54,afternoon,weekday,2017-10-02,15:50:54,2017,10,15
6356,coffee,2017-10-02 15:50:54,afternoon,weekday,2017-10-02,15:50:54,2017,10,15
6356,cookies,2017-10-02 15:50:54,afternoon,weekday,2017-10-02,15:50:54,2017,10,15
6356,tea,2017-10-02 15:50:54,afternoon,weekday,2017-10-02,15:50:54,2017,10,15
6356,alfajores,2017-10-02 15:50:54,afternoon,weekday,2017-10-02,15:50:54,2017,10,15
6357,cake,2017-10-02 15:53:08,afternoon,weekday,2017-10-02,15:53:08,2017,10,15
6357,cookies,2017-10-02 15:53:08,afternoon,weekday,2017-10-02,15:53:08,2017,10,15
6357,coffee,2017-10-02 15:53:08,afternoon,weekday,2017-10-02,15:53:08,2017,10,15
6357,hot chocolate,2017-10-02 15:53:08,afternoon,weekday,2017-10-02,15:53:08,2017,10,15
6358,bread,2017-10-02 15:54:59,afternoon,weekday,2017-10-02,15:54:59,2017,10,15
6358,coffee,2017-10-02 15:54:59,afternoon,weekday,2017-10-02,15:54:59,2017,10,15
6358,bread,2017-10-02 15:54:59,afternoon,weekday,2017-10-02,15:54:59,2017,10,15
6359,coffee,2017-10-02 16:28:46,afternoon,weekday,2017-10-02,16:28:46,2017,10,16
6359,scone,2017-10-02 16:28:46,afternoon,weekday,2017-10-02,16:28:46,2017,10,16
